,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_objective,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
15,2.6734736442565916,0.038494690257898964,0.05841565132141113,0.0036809827757600545,0.001,4,300,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 4, 'n_estimators': 300, 'objective': 'multi:softprob'}",0.9662191883970592,0.9650654979064923,0.964595581617364,0.9608518732431913,0.9641111159438557,0.9641686514215925,0.0017997573566018023,664
16,3.5632396697998048,0.03239739142686319,0.06859784126281739,0.009082490317587849,0.001,4,400,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 4, 'n_estimators': 400, 'objective': 'multi:softprob'}",0.9661780782759757,0.9654772537523506,0.9647188337398648,0.9615942837307053,0.9641113426331184,0.9644159584264029,0.001573390381215028,660
17,4.422826099395752,0.04243651053077308,0.08235950469970703,0.006758580442094019,0.001,4,500,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 4, 'n_estimators': 500, 'objective': 'multi:softprob'}",0.9664254064525969,0.9653949023813762,0.9640770973998195,0.9620478925211454,0.9641525879514722,0.964419577341282,0.001468882166021114,659
18,0.32309551239013673,0.00497737851899476,0.015821027755737304,0.00024765571503069535,0.001,5,30,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 30, 'objective': 'multi:softprob'}",0.9738182611488485,0.9718034122522974,0.9716384021159906,0.969518813538727,0.9718443731049656,0.9717246524321659,0.001362123191798749,637
19,0.449827766418457,0.037551572596905475,0.022433662414550783,0.006374955763979893,0.001,5,40,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 40, 'objective': 'multi:softprob'}",0.9737782796747314,0.9718034122522974,0.9716384021159906,0.9695599587639347,0.9719266656769263,0.971741343696776,0.0013383827639716463,636
20,0.5188494682312011,0.005478417925352768,0.02100405693054199,0.0008922062413972733,0.001,5,50,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 50, 'objective': 'multi:softprob'}",0.9737782796747314,0.9718034122522974,0.9716384021159906,0.969518813538727,0.9720094566644532,0.97174967284924,0.0013546022032979417,634
21,0.7673838138580322,0.0334500506679572,0.025233888626098634,0.0006581086242268348,0.001,5,75,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 75, 'objective': 'multi:softprob'}",0.9737782796747314,0.9722148884045899,0.9718441949104576,0.9693128647558085,0.972050602493243,0.971840166047766,0.0014372371290349052,628
22,0.9996575355529785,0.0096849550428787,0.02911090850830078,0.0004846110607126445,0.001,5,100,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 100, 'objective': 'multi:softprob'}",0.9736960267132883,0.971968233507852,0.9717618791442394,0.9693952456202531,0.9720917478858973,0.971782626574306,0.0013777608128079598,632
23,1.9957351207733154,0.04216231808114605,0.04807534217834473,0.0014268741666319895,0.001,5,200,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 200, 'objective': 'multi:softprob'}",0.9738191249911643,0.9720919026924847,0.9715147062701228,0.9696892642866465,0.972256278194514,0.9718742552869865,0.0013326133143803575,623
24,2.9149494647979735,0.03783010288084389,0.07168254852294922,0.0037468843623383245,0.001,5,300,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 300, 'objective': 'multi:softprob'}",0.9739424659469256,0.971968845823766,0.9714325553847896,0.9698950495358791,0.9722974782681357,0.9719072789918993,0.0013093862515463617,622
25,4.220979261398315,0.46828444515756856,0.0783759593963623,0.007263766155075769,0.001,5,400,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 400, 'objective': 'multi:softprob'}",0.9739837142593384,0.9718853552098285,0.97151483761965,0.969812761453546,0.9724209066524895,0.9719235150389706,0.0013502276362753404,619
26,5.1028461933135985,0.06885359888546828,0.09023723602294922,0.0026991055572457346,0.001,5,500,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 500, 'objective': 'multi:softprob'}",0.9741494380766075,0.9725838384520291,0.9713915606069368,0.9701009279349992,0.9723797742928115,0.9721211078726768,0.0013422754945013448,615
27,0.37171449661254885,0.014404778553769544,0.018120670318603517,0.0002044007739566351,0.001,6,30,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 30, 'objective': 'multi:softprob'}",0.9742312261547369,0.9741065521997186,0.9727863769783518,0.9698145611989782,0.9739427011263593,0.972976283531629,0.001662462259693284,603
28,0.48822269439697263,0.026040535833367726,0.02055182456970215,0.0018275997889222622,0.001,6,40,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 40, 'objective': 'multi:softprob'}",0.9743135141887068,0.9741065521997186,0.9727040766947627,0.9698145611989782,0.9739427332922211,0.9729762875148775,0.0016775161938283943,602
29,0.5822183132171631,0.01661211745461872,0.02603154182434082,0.006076807407408537,0.001,6,50,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 50, 'objective': 'multi:softprob'}",0.9743135141887068,0.9741065521997186,0.9727863769783518,0.9698145711923646,0.974024947660507,0.9730091924439297,0.0016847827147842944,601
30,0.8846979141235352,0.027525780927438775,0.02681269645690918,0.00040564160655207987,0.001,6,75,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 75, 'objective': 'multi:softprob'}",0.9743557487059156,0.9741065145585666,0.9727040766947627,0.9699380530229212,0.9740249135944166,0.9730258613153164,0.0016475814245618455,600
31,1.1364469051361084,0.008511332018284835,0.03212237358093262,0.0016684773853030928,0.001,6,100,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 100, 'objective': 'multi:softprob'}",0.9744791196525281,0.9741888141291373,0.9723748164546635,0.9702268994858823,0.9741071214921472,0.9730753542428717,0.0016049511890192318,597
32,2.4173484802246095,0.11373848703601186,0.05403046607971192,0.005922209989797297,0.001,6,200,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 200, 'objective': 'multi:softprob'}",0.9747669868575894,0.9748881003261328,0.9722923227554695,0.9707207882266922,0.9732025297855894,0.9731741455902947,0.001566662929120588,593
33,3.3692283630371094,0.06362156378237192,0.07190041542053223,0.003020737795431492,0.001,6,300,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 300, 'objective': 'multi:softprob'}",0.9746423282305645,0.9753798082906112,0.9728321224238318,0.9715849165375982,0.9732436456309347,0.9735365642227082,0.0013424776326729892,584
34,4.470553731918335,0.026267124525705423,0.0884476661682129,0.005437545115063436,0.001,6,400,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 400, 'objective': 'multi:softprob'}",0.9752180719725879,0.9762848819119321,0.9734915064227887,0.9714227124700504,0.9742306974690529,0.9741295740492824,0.001647703587601098,573
35,5.59594693183899,0.03905032156141976,0.10044059753417969,0.008974072015500247,0.001,6,500,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 500, 'objective': 'multi:softprob'}",0.9753825586898357,0.9759970648125008,0.9733627826882418,0.9716260448531264,0.9746419496670492,0.9742020801421507,0.0015588048494732823,572
36,0.44470510482788084,0.03902249287487481,0.01802220344543457,0.0006449816618264158,0.001,7,30,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 30, 'objective': 'multi:softprob'}",0.9752241044176434,0.9755393830752116,0.97562366492737,0.9744586101806394,0.9752554709882517,0.9752202467178233,0.00041132471655603426,556
37,0.5462738990783691,0.031414243145877443,0.02113189697265625,0.002009745735493412,0.001,7,40,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 40, 'objective': 'multi:softprob'}",0.975346401499832,0.9755393830752116,0.97570592273959,0.9749116129093718,0.9745173163489762,0.9752041273145963,0.00043398410042643095,557
38,0.6401240825653076,0.007273940924482035,0.02241177558898926,0.0007862889801312565,0.001,7,50,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 50, 'objective': 'multi:softprob'}",0.975387524595388,0.975539421033509,0.9757470264287849,0.9747057576176218,0.9745584395706237,0.9751876338491854,0.0004700469623991632,558
39,0.9713352680206299,0.029059637273329414,0.02883739471435547,0.00024122905767207093,0.001,7,75,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 75, 'objective': 'multi:softprob'}",0.9754705138963474,0.9760750154758413,0.9757469754653099,0.9750357462182149,0.9744350687835738,0.9753526639678574,0.0005715907007665369,551
40,1.3013062953948975,0.04188144068202648,0.03706545829772949,0.006259745381370744,0.001,7,100,multi:softprob,"{'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 100, 'objective': 'multi:softprob'}",0.976005532171084,0.9761984356920089,0.9757059725170011,0.9739666663300436,0.9744761422730099,0.9752705497966294,0.0008856590403804502,554
